-0.18888855,-0.772399902,-0.616668701
-0.189193726,-0.77003479,-0.61781311
-0.184249878,-0.778762817,-0.614547729
-0.187637329,-0.774490356,-0.620162964
-0.186920166,-0.777328491,-0.610778809
-0.187240601,-0.775009155,-0.60446167
-0.184967041,-0.771316528,-0.606079102
-0.188720703,-0.771957397,-0.608901978
-0.185852051,-0.771759033,-0.609817505
-0.183258057,-0.769226074,-0.61378479
-0.183258057,-0.769226074,-0.61378479
-0.183959961,-0.772033691,-0.609573364
-0.185119629,-0.772949219,-0.608657837
-0.190612793,-0.773071289,-0.608459473
-0.184448242,-0.77204895,-0.607467651
-0.190139771,-0.771682739,-0.611282349
-0.187530518,-0.772918701,-0.607254028
-0.187026978,-0.772445679,-0.609832764
-0.193817139,-0.768829346,-0.608474731
-0.186798096,-0.771987915,-0.611480713
-0.185317993,-0.773849487,-0.612869263
-0.190185547,-0.769821167,-0.611724854
-0.187820435,-0.770568848,-0.60585022
-0.187744141,-0.773132324,-0.606781006
-0.189163208,-0.773086548,-0.608688354
-0.184921265,-0.772018433,-0.610061646
-0.186859131,-0.769622803,-0.612869263
-0.190597534,-0.77331543,-0.608703613
-0.187286377,-0.772201538,-0.609832764
-0.186340332,-0.771514893,-0.611251831
-0.189880371,-0.771911621,-0.614562988
-0.190643311,-0.770507813,-0.611740112
-0.189163208,-0.771438599,-0.616882324
-0.189880371,-0.772384644,-0.611038208
-0.189880371,-0.772384644,-0.611038208
-0.18850708,-0.769851685,-0.611480713
-0.194061279,-0.767669678,-0.608474731
-0.188720703,-0.770523071,-0.614776611
-0.198135376,-0.766189575,-0.609893799
-0.195861816,-0.771102905,-0.612258911
-0.193435669,-0.771850586,-0.616455078
-0.194824219,-0.773910522,-0.613433838
-0.19329834,-0.767196655,-0.616897583
-0.195220947,-0.767379761,-0.614578247
-0.194732666,-0.769989014,-0.606140137
-0.189987183,-0.768173218,-0.61289978
-0.19178772,-0.772338867,-0.612930298
-0.198074341,-0.768280029,-0.612731934
-0.190917969,-0.7684021,-0.61289978
-0.190216064,-0.766983032,-0.617828369
-0.191497803,-0.764221191,-0.611251831
-0.193344116,-0.765075684,-0.617370605
-0.194091797,-0.767929077,-0.603317261
-0.203994751,-0.765792847,-0.624954224
-0.206970215,-0.791244507,-0.588729858
-0.203689575,-0.818267822,-0.666732788
-0.330429077,-0.765930176,-0.540100098
-0.330429077,-0.765930176,-0.540100098
-0.379943848,-0.604553223,-0.781951904
-0.315795898,-0.5365448,-0.789337158
-0.350097656,-0.215011597,0.15171814
-0.735702515,-0.509307861,0.774017334
-0.212097168,-0.313690186,1.527862549
-0.401062012,-0.24949646,0.902923584
-0.019012451,-0.206893921,0.735397339
-0.025985718,-0.097640991,0.940887451
-0.31187439,-0.124435425,1.087219238
-0.035614014,0.031112671,0.973510742
-0.096069336,-0.02142334,0.86932373
-0.043655396,-0.024215698,0.796051025
-0.001251221,-0.025344849,0.977294922
0.010787964,-0.018203735,1.001831055
0.01159668,-0.021469116,0.999954224
0.007675171,-0.01675415,0.997817993
